"PlotID","Contributor_Assigned_PlotID","Email","Investigators","SiteName","Country","SiteLatitude","SiteLongitude","EPSG","ClimateZone","PlantFuntionalType","PeakBiomass","PlotSize","ABG","ABG_g_m2","HAG_plotmin","HAG_plotmax","HAG_plotmean","HAG_plotmedian","HAG_plot90percent"
"peteUM_3plotN","peteUM_3plotN","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373148032934,61.3962474221554,32606,"Shrub Tundra","Shrub","TRUE",53.29,535.42915888,3.18443,0.620000004768372,13.1300001144409,5.84738095232419,5.48499989509583,9.19400024414062
"peteUM_3plotSE","peteUM_3plotSE","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.372978625035,61.3957632470544,32606,"Shrub Tundra","Shrub","TRUE",53.29,188.529488904,1.12127,0,18.4099998474121,7.52352044921444,6.28500008583069,15.8449997901917
"peteUM_3plotSW","peteUM_3plotSW","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.374042867594,61.3958813281577,32606,"Shrub Tundra","Shrub","TRUE",53.29,3.2382016956,0.019259,0,10.1000003814697,1.40219048034577,0.589999973773956,5.07300000190734
"peteUM_2plotcent","peteUM_2plotcent","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373512957624,61.3940269754303,32606,"Shrub Tundra","Shrub","TRUE",53.29,268.57016586,1.5973,0,10.1000003814697,5.13551111578941,5.53000020980835,8.38199996948242
"peteUM_2plotN","peteUM_2plotN","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373371580129,61.394354615802,32606,"Shrub Tundra","Shrub","TRUE",53.29,48.149317252,0.286365,0,9.81999969482422,4.56228570476884,5.03999996185303,7.77199997901917
"peteUM_2plotSE","peteUM_2plotSE","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373048899364,61.3938066242114,32606,"Shrub Tundra","Shrub","TRUE",53.29,61.55229412,0.366078,0,9.72000026702881,3.02044444070922,2.46000003814697,6.95200004577637
"peteUM_2plotSW","peteUM_2plotSW","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.374112644831,61.3939249406982,32606,"Shrub Tundra","Shrub","TRUE",53.29,656.15535304,3.90244,0,13.4799995422363,7.07985713013581,7.70500016212463,10.4619999885559
"peteUM_1plotcent","peteUM_1plotcent","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373342442444,61.3925316596987,32606,"Shrub Tundra","Shrub","TRUE",53.29,746.90651952,4.44218,0,10.6300001144409,5.4156190410966,5.05999994277954,9.6350001335144
"peteUM_1plotN","peteUM_1plotN","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373200679389,61.3928597610286,32606,"Shrub Tundra","Shrub","TRUE",53.29,16.854825528,0.100243,0,10.0600004196167,5.37423810242187,6.15499997138977,8.14300031661987
"peteUM_1plotSE","peteUM_1plotSE","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.372878992231,61.3923114926157,32606,"Shrub Tundra","Shrub","TRUE",53.29,321.661459208,1.91306,0,14.3000001907349,5.32302223920822,3.9300000667572,11.5640003204346
"peteUM_1plotSW","peteUM_1plotSW","alonzo@american.edu","Mike Alonzo","Peters Creek","Alaska (US)",-149.373942267939,61.3924299512175,32606,"Shrub Tundra","Shrub","TRUE",53.29,641.63080904,3.81606,0,16.8199996948242,8.16459328371087,8.56999969482422,12.5320003509521
