PlotID,Contributor_Assigned_PlotID,Email,Investigators,SiteName,Country,SiteLatitude,SiteLongitude,EPSG,ClimateZone,PlantFuntionalType,PeakBiomass,PlotSize,ABG,ABG_g_m2,HAG_plotmin,HAG_plotmax,HAG_plotmean,HAG_plotmedian,HAG_plot90percent
16-KP-01-EN18006,EN18006,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.402874,67.414969,32603,Tundra,Shrub,TRUE,15,5.03546,5.03546,0.022284444,0.468973339,0.173931576,0.156951115,0.306397781
16-KP-01-EN18007,EN18007,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.371965,67.403274,32603,Tundra,Shrub,TRUE,15,1.04754,1.04754,0.011044445,0.255439997,0.092612655,0.083897777,0.16229777
16-KP-01-EN18008,EN18008,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.375284,67.402135,32603,Tundra,Shrub,TRUE,15,6.19205,6.19205,0.020679999,0.606612861,0.189488292,0.13866666,0.39602223
16-KP-01-EN18009,EN18009,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.379683,67.400725,32603,Tundra,Shrub,TRUE,15,3.91661,3.91661,0.018937778,0.571218729,0.177348117,0.128395557,0.372319996
16-KP-01-EN18012,EN18012,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.378078,67.402142,32603,Tundra,Shrub,TRUE,15,1.62314,1.62314,0.010333333,0.285342216,0.086464295,0.076177776,0.15388
16-KP-01-EN18013,EN18013,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.355304,67.405174,32603,Tundra,Shrub,TRUE,15,0.30261,0.30261,0.007391111,0.165311113,0.064787884,0.059826668,0.111919999
16-KP-01-EN18014,EN18014,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.349106,67.395309,32603,Tundra,Shrub,TRUE,15,6.0532,6.0532,0.013946666,0.277287453,0.103749069,0.095679998,0.175457776
16-KP-01-EN18015,EN18015,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.33061,67.420379,32603,Tundra,Shrub,TRUE,15,0.64885,0.64885,0.006311111,0.13751556,0.052371915,0.047817778,0.091515556
16-KP-01-EN18016,EN18016,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.390047,67.426726,32603,Tundra,Shrub,TRUE,15,0.60657,0.60657,0.00528,0.142742217,0.049919888,0.045062222,0.088160001
16-KP-01-EN18017,EN18017,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.383376,67.43229,32603,Tundra,Shrub,TRUE,15,0.6148,0.6148,0.006857778,0.186433733,0.074065471,0.067475557,0.133857772
16-KP-01-EN18018,EN18018,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.405961,67.456295,32603,Tundra,Shrub,TRUE,15,0.37744,0.37744,0.026608888,0.235057771,0.08686652,0.083635554,0.128399998
16-KP-01-EN18019,EN18019,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.408963,67.457073,32603,Tundra,Shrub,TRUE,15,0.54107,0.54107,0.035995554,0.249404445,0.115898814,0.113524444,0.157004446
16-KP-01-EN18020,EN18020,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.411934,67.459159,32603,Tundra,Shrub,TRUE,15,0.00121,0.00121,0.016066667,0.241533339,0.099571176,0.09052889,0.168204442
16-KP-01-EN18021,EN18021,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.328815,67.392129,32603,Tundra,Shrub,TRUE,15,1.14636,1.14636,0.012263956,0.338195562,0.107677279,0.091413334,0.204559997
16-KP-01-EN18022,EN18022,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.348006,67.401024,32603,Tundra,Shrub,TRUE,15,0.26456,0.26456,0.005897778,0.116400003,0.047273977,0.044475555,0.078635558
16-KP-01-EN18024,EN18024,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.426362,67.370964,32603,Tundra,Shrub,TRUE,15,6.92078,6.92078,0.013817778,0.35861057,0.115751459,0.102142222,0.204555556
16-KP-01-EN18025,EN18025,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.42381,67.367027,32603,Tundra,Shrub,TRUE,15,3.88315,3.88315,0.031537779,0.471013159,0.141277058,0.124555558,0.230115563
16-KP-01-EN18026,EN18026,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.354297,67.396089,32603,Tundra,Shrub,TRUE,15,3.54253,3.54253,0.015700711,0.276928902,0.103085775,0.095271111,0.173217773
16-KP-01-EN18027,EN18027,kiuliia.shevtsova@awi.de,Luliia Shevtsova,AWI,Russian (Far East),168.35905,67.393408,32603,Tundra,Shrub,TRUE,15,1.02218,1.02218,0.011737778,0.244231105,0.091991695,0.083724447,0.161128893
